"DeathRate","Perc_OnlyPrivate","Perc_Private","Perc_Poverty","Perc_MarriedHouse","Avg_Cases","Mean_Male","Mean_Female","BirthRate","Perc_Married","Perc_Unemployed16","Perc_HighSchool25","Perc_HighSchool18_24","Perc_Col18_24","Perc_Bach25","Perc_Emp16","Avg_DeathPerYear","Mean_Income","IncidenceRate"
160.7,NA,66.8,14.4,46.37628491,320,45.7,47,4.154951578,47.8,9.5,38.7,39.2,NA,11.5,50.3,116,45860,461
212.7,NA,59.8,20,51.45011601,345,39.4,42.1,6.366601435,51.3,8.4,37.2,35.3,41.1,9.7,51.7,177,39078,420.9
114.5,NA,89.6,4.2,59.63230466,94,41.8,45.1,5.543652919,65.5,3.5,10.8,26,41.6,24.9,62.1,27,108477,406.2
165.9,46.1,63.2,15.9,49.67290256,132,46.3,48.3,7.291666667,54.5,8.2,42.4,48.6,27.5,10.3,54.3,53,40968,448.8
202.4,31.3,43,20.9,48.78370003,183,37.9,40.3,4.988383217,51.9,8.3,41.6,35.9,NA,9.2,48.3,83,34964,454.6
267.6,40.2,55.3,19.4,53.15155807,49,39.9,43.3,4.939063502,54.6,7.7,40.7,41.9,NA,6,51,23,37061,552.9
172.7,55.5,74.9,11.7,55.04192647,66,38.8,43.8,2.843394576,59.4,4.1,36.4,40.8,NA,12.9,65.2,29,43842,428.4
177.2,59.9,73.4,12.3,46.45074851,2780,36.1,38.8,4.724925622,45.2,7.4,28.6,31,NA,20.6,60.8,1022,64632,485.9
179.4,50.9,69.9,13.9,54.49083187,321,44.8,48.6,3.971422568,51.1,7.8,44.3,48.5,NA,11.7,48.6,139,48663,437.2
192.1,35.1,50.6,25.9,38.55702464,304,37.6,41.8,5.053375317,39.4,15.4,35.7,32.6,NA,7.1,49,132,31615,446.1
203.8,NA,59.9,11.7,52.66836086,25,45.4,46.2,9.93485342,59.4,5.1,34,41.8,NA,11.6,56.9,13,45771,401.5
187,37.8,52.4,25.3,45.69355222,126,39.3,41.8,6.012145749,45.8,20.7,44.7,42.2,NA,8,37.3,54,34733,444.1
176.6,46,57.9,13.8,59.8323437,149,33.2,36.5,6.25359402,59.3,5.4,37.2,28.5,NA,8.1,59.9,64,47670,420.7
149.4,47.4,63.4,19.5,53.89830508,13,48.4,43.9,5.066666667,57.7,3.4,36.4,36.7,NA,14,54.4,5,35875,382
202.9,34.1,45.2,33.4,37.06256628,113,36.6,39.6,6.906077348,37.4,11.7,39.7,31.3,45.3,7.1,42.4,59,30489,375.9
153.9,75.5,85.5,5.5,64.00598227,1962.667684,35.2,35.9,6.064705544,60.3,4.6,23.4,27.9,NA,28.1,73.2,148,91688,453.5494221
190,44.8,59.6,17.5,51.71564856,361,36.5,38.6,5.802028117,51.3,6.8,35.5,34.2,NA,12.7,52.9,152,45710,460.2
147.3,52.9,77.1,16.1,55.1056338,18,53.7,53.6,7.277628032,62.6,3.4,38.2,41.3,20.7,13.7,59.8,8,39679,385.4
168.5,64.6,76.6,24,38.45841411,507,27.6,29.3,3.932688732,36,6.9,22.3,17.5,65.2,22.3,57.3,205,43841,428.7
181.6,49.7,62.4,19.7,47.32220033,1034,31.6,34.3,4.887587132,46.6,6.2,27.9,24.9,NA,14.6,57.3,447,43488,432.6
173.4,43.3,52.6,24,52.98358377,142,32,33.2,7.298720843,50.4,8.1,32.2,39.9,NA,9.1,53.6,61,40213,400.8
188.3,43.5,64.1,16.3,49.15961888,112,43.6,44.9,3.801794105,52.7,9.6,30.5,37.5,36.7,12.9,52.4,60,44055,371.3
138.8,NA,72.3,9.4,65.25373134,33,43.1,45,3.583061889,62,3,36.5,38.8,NA,16.6,59.7,16,58867,289.2
211.1,48.2,66.3,18.4,50.73243647,100,40.8,43.7,4.212348529,54.4,6.6,43.3,37.8,NA,7.7,54.9,50,41462,454.5
142.3,39.2,58,18.7,47.42962056,24,40.5,44.2,11.03752759,51.3,5.9,33.1,22.3,NA,13.9,51.5,9,36992,410.4
175.7,NA,75.8,12.7,50.51314223,375,38.4,40.2,5.446216491,53.4,6.9,36.1,31.4,52.3,16.2,62.3,158,51498,431.9
194,NA,53.2,22.1,41.64131133,398,39.9,43.9,6.174096999,44,13.1,31.8,37.7,NA,8.8,51.1,150,35991,524.4
180.1,59.7,74.8,14.2,49.69659443,228,36.8,38.8,4.53252418,47.4,5.1,38.3,26,NA,14.3,54.8,84,49384,477.4
173.9,29.8,49.5,22.7,51.94532072,11,45.4,46,3.712871287,59.5,8.3,30.3,63.2,12.3,8.8,47.1,7,32580,279.3
173.9,NA,51.2,23.6,47.19879139,125,40.4,43.8,6.365870002,48.7,12.8,39,30.1,28.9,5.9,45,49,37243,456.9
170.8,-999,70,13.7,46.72683306,1080,42.1,44.3,4.324719649,46.9,9.3,30.2,30.1,NA,16.5,56.4,398,56718,477.4
155.5,36.2,48.8,24.1,41.29643117,164,39.6,40.6,3.902327704,41.9,11.4,31.8,31.7,NA,10.6,48.5,71,34902,351.8
183.9,37.9,47.9,28.6,42.25950308,207,33.2,37.9,6.308457711,42.3,5.8,33.6,24.9,52.9,8.7,50.7,78,36303,493.1
175,NA,71.2,10.2,61.37873754,196,37.1,39.1,5.778802962,60.9,3.9,34.7,41,NA,16.6,59.7,66,58392,516.3
154.4,58.6,76.5,11.9,55.87649106,436,39.7,42.4,5.762837089,57.2,8.5,29.6,34.5,43.6,19.4,55.6,160,51629,438.7
198.7,50.4,63.4,17.6,51.08732299,478,35.6,37.6,4.817078346,49.4,7,39.1,37.7,38.5,10.2,56.8,203,47382,467.5
202.6,42.7,63.5,18.5,51.70881226,120,44.6,47.2,6.161137441,51.4,8.1,48.7,52.5,NA,6,41.7,50,40013,514.6
170.7,46,65.2,19.9,48.96763592,187,38.5,40,5.803003309,45,11.7,37.8,30.4,50.8,11.8,46.3,79,38989,414.6
202.4,30.9,50.6,22.4,52.94398662,145,46.3,48.5,5.188559858,56.2,10.8,38,42.4,NA,9.2,41.9,69,33450,456
207,41.7,58.9,20.6,59.51840865,276,41.6,44.2,6.564217382,60.4,12.5,42,53.3,23.7,8,44.1,119,37392,482.9
238.4,37.6,54.5,21.4,49.10109048,127,45.1,47.3,5.264732276,52.1,14.3,46.1,55.3,29.1,6.2,43.3,58,34382,533.9
173.3,55.8,71.9,12,56.89988196,191,29.6,34.6,6.953722334,55.3,8.5,31.4,43,NA,13.2,52,73,51793,440.7
145.4,64.2,79.5,10.4,65.2892562,29,36,36.1,11.43878463,66.2,2.5,43.3,52,NA,15.2,66.4,12,53944,403.4
168.7,43.1,64.7,13.9,50.71997832,1447,45.4,48.3,5.256787135,51.1,8,35.3,38.7,37.1,13.5,52.9,525,53316,493.3
131.6,40.3,59.7,11.7,55.92848181,54,49.4,49.4,1.604584527,50.9,5.7,28.6,44.4,36.2,21.1,53.1,18,49380,410.8
213.1,-999,59.1,20.9,57.56686236,158,40,42.2,7.304204452,54.9,10.6,38.3,28.2,NA,8.4,49.9,70,36870,476.6
168.8,47.9,70,10.7,54.68263699,360,49.3,51,7.381867511,59.4,5.8,31.4,44.4,37.5,20,56.6,133,57556,481.8
163.3,40.4,61.9,15.4,50.26994601,25,42.8,40.6,5.80474934,54.4,7.2,33.4,45.1,NA,11.7,56.3,10,44519,418.6
218.8,NA,68.6,13.1,50.03289474,97,42.2,47.3,9.298780488,57.4,3.2,44.3,38.3,NA,14.6,61.9,49,46159,470.8
217,32.9,49.6,24,57.86551511,50,45.8,48.3,2.134146341,59.9,7.2,44.7,35.5,NA,6.9,42.5,26,30744,437.1
205.4,52.8,67.3,16.9,56.81681682,123,35.3,37.7,7.708225556,54.9,6.8,44.8,48.3,NA,7.7,55.3,48,46226,513.7
97.9,63.5,73.4,9.9,40.63444109,22,40.5,41,4.135338346,45.7,5.8,18,25.2,NA,39.7,70.6,5,59603,358.5
176.5,62.6,80,7.9,60.1961379,136,40.3,42.9,5.34985643,58.6,5.2,28.4,33.1,NA,19,57.4,56,64258,435.3
117.6,60.8,84.8,7.1,54.11392405,10,51.5,48.8,7.098765432,62.2,4,30.9,40,NA,16.3,62.6,4,59408,341.9
184.5,60.1,78.4,11.5,64.00613968,35,36.1,37.5,5.12455516,66.1,1.5,35.5,30.9,NA,14.6,62.2,15,55770,431.8
142.6,36.8,63.2,18.2,49.31470035,55,51.2,51.2,5.332359386,57.8,6.1,33.7,60,25.4,15.5,48.1,20,37869,435.5
211.7,49.7,67.4,14.1,59.77522216,78,45.6,46.2,1.418067227,61.1,6.7,46.9,43.6,31.3,4.9,49.8,30,42892,578.6
143.4,67.1,81.5,11.3,42.7300221,622,31.4,32.5,6.444608704,46.8,3.2,20.6,20.7,NA,25.8,72.7,198,53755,462.5
171.3,53.8,75.2,12.2,59.13853318,32,45.5,47.8,8.874172185,64.4,3.2,39.1,33.8,NA,11.1,63,11,51929,533.1
154.8,46.7,62.5,12.4,57.15249094,166,42.8,45.6,6.553245117,56.5,7,42.2,31.8,NA,10.2,56.1,64,47441,417.1
128.2,43.1,68.7,15.6,58.81656805,16,50.9,52.5,4.705882353,62.9,3.1,32.5,37.7,14.5,16.3,60.7,5,38645,419.3
164.1,40.5,66.3,14.9,53.34472335,1962.667684,52.7,53.4,7.867412141,61.2,7.3,39.9,42.4,NA,10.8,47.8,50,40676,453.5494221
173.1,62.4,81.6,10.3,51.52294304,76,41.1,43.9,8.043956044,58,2.4,31.3,15.5,NA,19.4,64.1,31,52376,479.1
150.5,63.8,72.8,28.3,34.66999817,190,24.5,22.8,2.564793362,28.7,6.5,26.5,15.7,NA,20.6,54.6,51,38541,591.1
184,40.1,57,17.7,54.88761108,116,42.8,42.9,3.298774741,56,10.5,38.3,39.4,NA,7.2,50.2,49,35550,445.6
150.9,NA,65.8,16.5,48.48832759,404,40.9,44,4.741223308,50.1,8.7,34.5,29,NA,13.1,56,134,44148,480.7
190.3,NA,50.8,23.8,44.70658208,100,54.7,56.5,8.198614319,47.9,6.8,33.7,51.8,NA,12.3,39.8,47,29036,424.2
177.5,53,67,9.8,58.88459857,336,37.9,39,4.655824075,57.5,6,35.3,39.3,NA,16.2,59.2,137,58921,420.3
162.5,57.6,70.2,11.3,56.95154185,828,38.3,40.4,5.056955471,55.6,6,32.8,35.1,NA,16.5,61.9,285,58291,470.6
119.2,47.6,70.8,13.6,58.33924769,18,49,50.8,8.058608059,64,3.5,37.1,35.8,NA,14.6,60.9,7,44794,339.4
161.2,54.5,69.6,10.3,48.6797142,32,32.5,34,7.95730228,49.6,10,37.5,30.8,41.2,8.2,49.7,14,59416,364.5
228.6,34.1,50.6,25,45.06923337,98,38.3,42.6,5.766908213,47.8,10.1,34.2,28.8,NA,6.3,48.1,43,33141,527.3
166.4,56.7,73.4,10.5,54.08074857,71,45.1,44.9,7.17472119,59,3.7,42.5,39,NA,12.4,64.7,33,50998,385.7
151.8,63.5,82.9,6.7,58.69187729,84,40.5,44,6.03588907,62.7,3.9,35.3,24.5,NA,17.4,NA,29,61215,492.9
163,62.4,76.7,11.5,50.33139185,1962.667684,33.8,36.5,5.799293999,51.3,5.3,35.1,23.5,61.3,18.6,69,49,53552,453.5494221
94.4,52.8,68.6,10.6,51.75930076,89,42.4,43.6,7.863131656,59.8,4.1,18,40.5,33.9,30.6,70.8,21,63490,380.7
154.1,66.8,83.3,8.1,70.26515152,18,35.4,35.9,4.96350365,60.8,1.1,34.4,17.2,NA,19,69.5,5,61945,501.1
196.6,45.6,61.7,19.1,56.74013327,39,49,48.1,7.611241218,58,4.6,40.2,60.1,24.5,10.7,51.6,14,39827,587
168.7,63.4,80.6,10.7,58.48682908,142,42.1,43.2,6.012884753,59.8,5.3,39.5,34.7,NA,14.1,59,53,59975,450.8
166.2,57.4,68.5,11.9,60.57429672,887,34.3,35.7,5.82126689,59.9,4.2,30.8,39.8,NA,19.9,60.9,375,57408,401
153.6,67.3,81.8,7.6,59.42297512,1962.667684,36.9,39,6.386701662,59.6,3.5,33.5,38.6,NA,18.1,71.4,32,68777,453.5494221
157.4,41.1,55.3,15.5,59.49197861,194,36.1,38.3,4.643274854,58.1,6.5,27.7,38.9,40.4,12.8,59.7,70,51151,449.9
204.1,41.5,56.5,26.8,38.21259647,435,36.3,40.4,4.806902219,40,11.2,38.7,33.2,NA,11.5,48.3,175,35927,502.1
184.6,NA,68.5,15.4,51.4608383,276,41.3,44.2,6.301190346,54.7,8.1,44.9,42.2,NA,8.4,52.9,113,39881,476.5
184.2,47.9,67.8,15.5,48.97602398,252,41,43.3,4.445372013,48.4,9,39.8,38.5,NA,9.6,49.9,95,46577,495.9
194.4,36.8,50.4,29,49.38118812,61,36.3,41.3,8.022922636,37.2,14.2,48,47.9,NA,6.5,31.2,29,37644,402.4
146.8,58.2,78.6,10.2,54.22507008,1962.667684,45.1,48.4,5.539070228,59.1,2.8,40.5,31.6,NA,15.8,63.9,17,48449,453.5494221
216.2,43.9,61.8,19.4,47.46794642,221,42.7,47.3,4.349749336,52.6,6.8,39.9,40.4,NA,11,53.1,106,38390,479.4
163.5,NA,80.7,6.3,62.05574913,215,38.8,41,6.403882576,59.1,5.9,32.7,30.5,NA,19.8,61.5,80,70127,469.4
176,63.7,81.6,6.7,53.20651532,2676,36.8,39.7,5.291115354,51.7,5.9,25,29.1,47.4,22.5,64.2,977,86654,468.1
160.2,50,63.3,15.6,48.13283633,195,37.7,39.5,6.311958841,51.8,5.5,30,30.6,NA,14.5,63.3,78,47194,419.7
165.7,51.3,64.8,16,58.69781973,412,41.1,42.7,4.703203954,57.7,10.2,30.4,36,NA,14.3,NA,147,49676,460.5
192.3,55,67.7,13.8,53.25683429,43,38.8,44.2,3.571428571,55,7.7,42.6,39.1,29.9,12.2,57.9,17,47410,479
185.9,38.6,53.6,21.7,52.91257218,162,43.7,45.9,4.906586148,51.2,13.9,43.6,37.2,37.7,7.6,44.5,70,36285,456.8
175,NA,76.6,11.3,57.05104437,1962.667684,36.5,38.7,5.706172673,56.2,5.6,26.8,29,NA,18.6,61.6,126,60123,453.5494221
142.9,39.1,47.3,23.4,50.15446127,2708,29.7,33.4,5.625701056,47,8.4,24.5,30.4,NA,14.7,52.9,1015,40081,380.9
130.6,58.2,83.4,15.4,64.99321574,9,51.1,51.3,8.620689655,66.3,0.8,45.9,65.7,NA,15.6,64,3,43132,349.8
181.7,39.5,54.1,26.3,41.42745303,114,37.8,42.4,5.112672644,44.6,12.3,31.5,33.9,NA,12.3,47.8,45,34403,474.4
155.7,56.9,71.6,12.8,58.37739174,219,38.3,38.8,5.768189204,55.7,5.7,31.8,36.9,NA,14.1,60.9,69,57447,486.6
190.5,52.1,67.7,13.3,59.25061962,106,39.2,40.4,5.539429124,57.9,9.4,43.1,42.9,NA,11.4,52.7,39,46067,502.9
196.6,51.8,69.3,17.4,51.3855096,232,37.5,38.6,4.785376874,48.4,6.1,45.6,29.2,51.3,11.3,55,98,44224,486
154.1,51.6,74.7,12.7,48.87912088,1962.667684,50,51.7,7.552083333,57.4,3.8,35.1,23.6,43.4,13.4,61.8,15,42381,453.5494221
187.2,46.3,64.3,18.5,50.28831243,1019,43.2,45.6,4.794040316,53.9,8.2,34.8,38,NA,13.6,51.3,423,38840,472.8
163.8,57.1,71.3,21.6,48.57245681,206,31.1,38.4,7.510402923,47.8,7,33.2,20.2,NA,15.3,53.4,82,40710,423.3
189.2,57.1,71.8,13.1,48.76343233,1528,38,40.9,5.196780531,50.1,8.9,32.3,28,NA,16.3,58.3,608,54375,491.7
172.3,48.1,66.2,15,56.46618884,106,44,42.3,3.7027833,53.8,6.9,34.8,45.9,39.9,13.9,53.8,39,50295,471.5
176.2,NA,76.1,11.7,61.09799292,1962.667684,36.5,42.4,12.21973094,61.7,2.8,31.1,44.5,NA,16.4,NA,11,53903,453.5494221
198.7,NA,63.7,18,52.77562023,379,45.3,47,3.126436782,54.7,9.8,36.6,34.5,NA,11.3,46.9,159,43269,492.7
213.1,29.4,51,29.2,47.01030928,78,51.6,51.3,4.422110553,46.6,13.2,41.5,26.4,NA,5.6,NA,42,30990,395.3
176,60.1,72.4,19.8,40.84865449,1395,33.1,35.1,4.844986927,43.3,6.9,20.6,21.3,56.8,23.6,63,490,48552,496
199.5,38,54.2,23.5,37.60480715,332,39.6,44.6,5.317412593,39.1,14.1,35.8,37.3,NA,8.5,45.8,145,31674,472.6
163.5,41.4,54.7,24,45.45454545,68,28,30.8,4.392712551,45.1,9.7,25.3,12.8,NA,12.8,53.1,32,36108,360.7
211.9,40.8,56.4,22.3,51.52719665,82,40,41.1,5.109751709,51.6,10.8,35.4,43.2,33.3,8.5,47.2,33,38471,527.4
154.3,73.2,85.4,20.2,43.09139683,1962.667684,24.5,25.3,4.808994852,39.1,5.8,17.4,20.3,NA,24.1,54.5,70,46468,453.5494221
197.9,49.7,66.8,16.3,44.24802405,771,39.2,41.8,5.647068254,47.8,10.5,34.6,33.9,NA,15.2,55.9,291,47575,551.5
178.3,42.3,59.3,18,46.83916084,211,43.1,46.9,5.521048999,47.8,7.5,36.5,34.8,NA,10.1,49.4,97,39079,412.7
174.4,45,56.4,16.6,51.25894215,242,38.1,39,6.74359899,47.6,4.9,33.7,34.5,39.4,9.9,50,108,46427,399.9
195.5,46.5,59.7,19.5,45.28902347,677,36.4,39.5,5.663639027,46.1,12.1,33.7,29.9,NA,13.9,NA,297,42232,443.6
179.6,64,75.4,10.9,56.81016231,215,35.3,36.4,5.258156478,55.6,6.9,30.7,35.3,NA,17.2,65.3,72,61989,507.3
173.6,47,62.9,16.6,54.0255049,242,40.9,43.2,4.078719282,54.2,7.1,41.9,40,NA,11.2,50.4,108,48014,405.2
173.2,61.4,72.3,10.7,61.33374058,542,34.1,35.8,4.002336389,57.5,8.7,35.6,39.2,NA,15.2,63.4,173,63964,495.4
171.1,55.3,75.8,11.4,55.04469987,1962.667684,44.2,45.5,9.342230696,60.5,4.3,35.3,13.9,45.3,15.5,63.1,16,45856,453.5494221
143.1,43.8,56.1,22.8,41.14877589,10,39.9,41.3,2.646502836,44.6,5.8,46.3,15.3,NA,4.3,52.6,6,33893,295.7
274,43.4,55.8,23,52.25806452,17,47.3,46.3,1.204819277,53,6.7,36.1,54.8,NA,9.8,44.1,9,37281,530.3
146.9,45,66.7,12.9,54.08412277,1000,40,45.6,6.319887594,54.4,7.2,23.4,43.4,NA,23.1,50.2,352,55427,442.1
131.8,68,83.3,7.6,52.61446524,126,34.2,36,10.50256729,55.8,2.8,30.5,26.8,NA,17.5,71.4,43,76672,425.7
139.7,NA,68.3,13.7,54.01484866,109,35.7,37,8.05433327,56.6,4.8,33.4,34.6,NA,9.7,67.6,40,47366,409
183.2,-999,61.2,16.2,54.53835338,92,39.9,44.3,3.641536273,54.9,7.5,36.4,34,NA,10,53.7,45,48140,389.4
169.2,61.2,74.8,12.6,50.03827713,1083,32.2,34.3,4.927709813,49.1,4.9,26.6,23.3,58.6,19,62.5,392,58205,458.4
-999,41,56.9,19.8,47.7758055,239,40.4,42.9,4.851190476,50.9,10.1,29.2,29.9,NA,13.3,50.4,98,46288,443.1
141.8,57.9,74.9,11.7,54.32816537,22,44.2,48.1,7.391304348,57.5,3.2,38.1,35.4,NA,10.9,60.9,9,48535,395.7
240.1,NA,48.5,29.8,50.09153318,217,35.6,38.1,7.104526365,48.4,10.2,37.1,45.3,NA,8.9,44.2,96,31086,531.3
175.7,NA,80.2,8,58.57880964,526,35.7,36.6,5.289605924,58.2,5.6,28.1,36.9,NA,20.1,66.9,183,66939,483.6
202.5,NA,65.1,19.9,52.79043982,123,37.3,41.2,6.336972811,53.6,8.2,48.6,46.2,NA,6.6,57.8,53,38663,484.2
186.2,49.4,74.2,14.4,51.59235669,59,50.4,53.1,4.06278855,52.1,8.7,49.1,41.8,25.5,9.8,46.2,21,44191,538.3
169.1,56.7,72.4,13.4,44.48062907,1417,38.1,41.1,5.830835519,47.3,7.1,34.8,35.4,34.2,17.6,NA,534,52967,457.2
155,57.3,72.3,11.6,49.5875553,487,40.5,43.1,6.078496198,48.5,5,28.6,25.6,NA,20.2,59.7,178,56353,435.5
177.6,NA,69.4,12.8,58.81516191,172,40.3,40.1,5.58081852,56.2,8.9,37,44.8,32.1,10.6,57.1,68,52959,453.4
183.7,49.5,66.9,18.9,46.34128688,632,35.8,39.6,5.011933174,44.3,10,36.1,23.1,NA,11,48.9,235,43518,498.7
176.4,68.4,80.9,6.2,59.78569177,822,42.5,44.2,4.625184917,55.9,8.2,31,28,NA,23.2,64,281,82048,493.1
170.1,68.7,81.3,6.9,50.28968714,106,31.8,33.5,9.9672438,55.3,1.7,28.5,41,NA,15.2,70.6,47,86354,403.1
224.4,NA,53.1,25.8,27.0092947,249,37.3,41.1,4.372408594,29.5,13,34,43.7,NA,9.2,49.3,88,32749,651.3
180,51.4,63.8,10,61.67647617,248,38.7,39.7,7.013024188,57.1,7.5,36.8,35.2,NA,12.4,57.5,113,59904,389.3
196.7,51.5,65.9,16.9,51.64858769,286,39.3,42.2,4.65182921,53.7,6.7,39.5,38.4,NA,8.5,52.3,117,42477,492.4
156,NA,67.9,12.2,58.75725504,1962.667684,47.7,48.4,3.229308005,62.6,5,31.8,42.5,NA,16.7,56.6,51,47944,453.5494221
145.2,48.9,70.7,10.3,56.13529501,1962.667684,48.7,50,5.193753615,58.9,8.5,24.7,38.6,NA,16.4,51.5,108,60322,453.5494221
248.7,27.3,39.3,35.3,32.75968039,110,35.1,39.6,6.831119545,35.7,18.1,31.7,23.4,NA,7.2,45,62,28171,438.5
169.9,38.1,47.6,29.9,42.4122807,32,31.2,30.9,9.492753623,41.4,6.1,32.5,36.4,35.6,10.8,52.3,12,39342,462.9
212.5,45.5,57.7,21.6,48.44146848,194,36.2,39.7,2.20341093,48.7,7.5,35.7,38.9,NA,9.3,49,86,36118,478.1
140.8,66.2,78.3,28.4,40.55405483,134,24.4,23.9,3.304159034,36.1,8.8,17.4,16.4,NA,25.7,53.4,50,41837,390.5
190.2,43.1,64.3,16.3,50.78380144,144,44.5,46.9,5.960854093,54.9,10.7,34.4,33.9,NA,12.6,52.1,82,42896,350.2
193,46.3,63.6,16.5,49.4429786,183,41,44.5,6.664803689,51.9,7.6,41.9,39,36,11.3,53,85,41802,421.9
169.4,42.3,54.6,20.5,50.66898414,958,31.6,33.6,6.560611666,48.6,9,27.8,39.3,NA,9.8,56,403,44342,411
193.2,50.1,67.6,13.8,47.20175728,741,43.2,44.6,4.823685961,49.6,7.7,35.6,36.1,NA,15.3,NA,308,45556,478.4
244.9,45.6,62,19.5,30.50769584,139,34.9,38.1,5.969289827,35.3,12.8,38.3,36.5,26.8,8.1,52.4,65,40122,547.6
176.2,53,70.6,19.7,50.22608696,57,40.8,50.3,8.755129959,46.6,8.7,40.2,29,NA,8.8,41.2,22,42204,452.4
154.3,NA,72.3,13.4,53.38491296,32,48,50.9,7.142857143,60.7,2.9,42.1,26.6,NA,11.2,61.9,14,43249,431.1
223.6,53.2,70,13.8,57.61102603,41,39.7,42.3,3.907074974,57.2,5.9,46.8,26.9,57.6,7.2,54.3,22,50358,417.3
210,38.3,55.2,26.7,41.56265602,69,43.1,46,7.441634241,42.7,8.9,43.4,35.6,NA,8.7,46.7,32,32042,481.7
152.6,48.8,56.5,17.7,38.47522277,2353,33.8,35.6,5.344239425,41.5,9.3,26.1,25,NA,23.8,62.7,876,57720,399.5
177.3,51.4,69.9,10.7,56.73692428,225,41,44,2.100668394,54.7,7.9,34.7,47.3,37.5,15.2,53.8,82,59282,503.5
149.1,63.1,80.6,10,56.7383997,286,38.7,40.5,4.540884719,54.7,6.5,27.9,21.9,57.1,19.1,59.1,125,-999,345.3
190,40,56.9,15.9,53.74742513,122,40.9,47.4,4.495990836,52.2,14.2,37.7,55.9,NA,11.7,43.2,47,41688,533
193,NA,43.4,33.1,40.63093964,554,33.8,36.6,5.971635486,39.2,12.1,33.5,34.1,39.4,9,45.8,253,30414,409.6
217.8,45.3,56.3,30.1,42.65554216,497,35.2,37.8,6.971510409,43.1,6.1,44.5,50.8,20,9,49.2,202,32683,530.4
142.2,NA,80.4,9.8,53.62614208,1962.667684,35.8,37.7,5.82767149,55.2,4.1,20.9,27.3,42.1,23.8,69.3,224,69430,453.5494221
178,46.5,61.6,17.6,48.07944846,84,32.6,36.2,5.809710918,49,4,28.3,33.4,NA,16.3,58.9,31,43509,485.1
219.5,36.4,54.9,27.6,47.41114254,116,37.1,38.7,5.374121538,48.4,9.5,38.6,27.4,NA,9.2,50,53,37413,467.6
194.1,32.8,52,27,43.203404,217,40.1,45.3,6.157946416,42.9,16.2,36.4,35.9,NA,9.2,40.9,90,32268,479.9
198.4,46.3,60.5,18.6,49.19489173,109,39.6,42,3.146509341,46.2,6.2,35.9,39.8,28.1,7.7,46.1,61,44795,352.5
191.5,50.2,68.1,15.2,53.84514436,139,40.8,44.7,3.962879358,52.9,6.8,33.6,29.3,46.9,11.9,52.1,52,45889,536.7
199.1,41.7,62.3,15.8,52.40597345,61,45.6,46.9,1.988950276,53.5,10.9,49.2,44.1,NA,7.2,44.1,27,41019,468.3
215.5,52.5,70.2,12.3,56.20210417,107,40.3,41.5,7.380254154,58.6,6.6,50.1,41.3,38,8.4,57.1,52,47358,451.2
176.3,49.1,66.2,11.7,55.87154667,466,43.3,45.1,6.279473815,54.5,9.8,35.5,40.1,NA,15.1,50.9,171,56728,490.1
250,NA,55.1,21,46.49014778,53,41.4,45.3,1.704199635,52.3,8.3,50.5,43.5,NA,9.4,48.6,28,-999,472.7
199.7,36,56.9,20.6,48.71549802,640,46.1,49.8,6.292364753,51.4,12.3,32.1,38.6,NA,10.3,41.2,281,37230,491.2
175.1,62.9,76.9,8.3,54.94516044,623,41.4,43.7,4.839230894,54.5,9,34,27,45.2,19.7,61.3,227,71294,485.9
167.9,37.4,53.1,26.8,42.52300614,83,44.6,45.3,3.122648608,45.2,15.5,38,22.7,NA,6.1,43.2,33,32867,453.6
135.7,NA,63.8,12.6,51.87665603,564,37.6,40.1,5.497053425,49.7,9.2,25.9,30.7,NA,16.6,55.1,188,56142,395.4
168.4,NA,78.4,13,54.56683827,1962.667684,35,37.4,4.613270514,49.2,5.6,31.8,18.6,69,17.6,NA,114,60317,453.5494221
196.4,37.6,56.3,18.7,47.04144949,665,42.4,45.6,3.943233157,50.9,9.2,32.2,34.8,43.6,13.2,50.2,292,40621,464.4
171.6,35,45.8,24.8,53.23834197,68,36.1,36.1,4.831625183,54.9,6.6,40.2,22.7,NA,5.7,50.4,29,35235,411.6
202.5,NA,57.2,21.2,50.00545197,157,41.1,42,6.366608963,51.8,10.6,42,47.6,NA,9.2,46.2,64,39561,500.4
168.6,43.1,59.6,20.8,51.97613076,161,41.7,45.1,4.231027535,52.2,6.7,46.3,35.7,NA,10.6,48.7,68,37468,405.2
189,36.3,56,23.2,46.13708731,95,40.6,47.4,7.658119658,48.4,12.7,33.7,22.6,NA,12,47.7,44,38887,437.7
193.5,45.9,61.3,19.3,42.93785311,1962.667684,41.2,44.4,4.262413265,45.1,11.3,28.6,33.7,NA,12.8,52.9,145,45639,453.5494221
142.5,57.7,71.3,8.6,63.2218845,9,43.4,47.1,5.459770115,67,4.4,34.9,36.6,NA,10.5,62.2,3,63054,435.8
174,42.9,55.7,20,52.38616662,137,32.5,31.7,9.188988095,45.7,14.1,32.9,30,47.6,8.1,42.4,60,46046,395.7
200.2,43,56.1,26.3,53.07888763,106,39.1,42.5,4.546508931,50.9,7.7,36.3,25.6,60.2,9.3,49.8,46,31558,469.7
163.1,37.9,52.6,24.5,51.14469717,334,36.9,40,6.407674997,49.2,12.4,31.9,36.2,NA,10.8,47.3,133,40591,402.3
160.3,54.9,69.8,15,55.93438405,1962.667684,37.3,40.5,4.685714286,55.3,5.8,38.7,31.7,NA,11.3,59.5,16,47599,453.5494221
